IDQ;hobby_1;hobby_2;hobby_3;hobby_4;hobby_5;hobby_6;hobby_7;hobby_8;hobby_9;hobby_10;hobby_11;hobby_12;own_mm_1;own_mm_2;own_mm_3;own_mm_4;own_mm_5;own_mm_6;own_mm_7;own_mm_8;own_mm_9;own_mm_10;own_mm_11;info_1;info_2;info_3;info_4;info_5;info_6;info_7;info_8;info_9;nq_kids;nq_gender;cam_crit_1;cam_crit_2;cam_crit_3;cam_crit_4;cam_crit_5;cam_crit_6;cam_brand;TV_crit_1;TV_crit_2;TV_crit_3;TV_crit_4;TV_crit_5;TV_crit_6;TV_brand;notebook_crit_1;notebook_crit_2;notebook_crit_3;notebook_crit_4;notebook_crit_5;notebook_crit_6;notebook_brand;vendor_TV;vendor_desktopPC;vendor_notebook;vendor_pocketcamera;vendor_SLRcamera
195;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1;F;4;1;3;2;5;6;Other;6;2;3;5;4;1;Panasonic;6;4;3;1;2;5;Dell;V_4;V_4;V_4;V_99;V_99
196;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;F;2;3;5;6;1;4;Other;4;6;2;1;3;5;Philips;2;1;6;5;4;3;DontKnow;V_1;V_1;V_1;V_7;V_7
197;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;F;4;1;5;3;6;2;Nikon;4;6;5;3;1;2;Samsung;2;4;5;1;3;6;Apple;V_6;V_6;V_6;V_6;V_1
198;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;2;F;6;5;2;1;4;3;Canon;5;1;4;6;2;3;Samsung;2;4;6;1;3;5;Sony;V_4;V_99;V_99;V_1;V_6
199;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;F;5;2;4;3;1;6;DontKnow;6;2;1;5;4;3;DontKnow;5;2;4;1;6;3;DontKnow;V_2;V_99;V_1;V_1;V_1
200;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;2;F;6;2;5;1;3;4;Canon;5;1;3;6;4;2;Sony;5;1;4;6;2;3;Sony;V_6;V_99;V_1;V_4;V_6
201;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;1;0;1;F;6;2;5;4;1;3;DontKnow;6;3;1;2;4;5;DontKnow;5;6;2;3;4;1;Acer;V_1;V_1;V_1;V_1;V_1
202;0;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;2;M;3;5;2;1;4;6;DontKnow;3;1;4;6;5;2;DontKnow;5;6;1;2;4;3;Apple;V_99;V_99;V_99;V_99;V_99
203;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;2;M;4;5;6;3;2;1;Canon;4;5;1;6;3;2;Philips;6;5;1;3;4;2;Acer;V_1;V_7;V_7;V_1;V_7
204;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;M;5;6;4;2;3;1;DontKnow;4;3;2;6;5;1;DontKnow;5;4;2;3;6;1;DontKnow;V_4;V_7;V_99;V_7;V_7
205;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;F;5;4;6;2;3;1;DontKnow;5;3;1;4;6;2;Samsung;5;6;2;4;3;1;Toshiba;V_1;V_4;V_4;V_99;V_99
206;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2;F;6;2;4;5;3;1;Canon;4;1;3;6;2;5;Samsung;6;2;3;5;4;1;Apple;V_99;V_6;V_6;V_99;V_99
207;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;F;4;3;6;5;1;2;Canon;4;3;1;6;5;2;Philips;4;5;3;6;2;1;HP;V_1;V_7;V_7;V_1;V_1
208;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;F;5;6;2;3;4;1;Sony;6;1;5;3;4;2;Other;6;4;1;3;2;5;Dell;V_4;V_2;V_4;V_4;V_4
209;0;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;F;6;3;5;2;4;1;DontKnow;2;1;4;5;6;3;Samsung;6;1;4;2;3;5;Apple;V_4;V_7;V_99;V_99;V_99
210;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;2;M;6;2;5;1;4;3;Sony;4;2;3;6;5;1;Philips;6;2;5;4;1;3;Other;V_99;V_99;V_99;V_99;V_99
211;0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;F;6;5;2;1;3;4;Canon;4;2;1;5;6;3;DontKnow;6;4;1;3;5;2;HP;V_4;V_1;V_1;V_1;V_7
212;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;1;2;M;5;4;6;2;3;1;DontKnow;5;3;2;6;4;1;Sony;4;3;6;1;5;2;Apple;V_4;V_4;V_4;V_4;V_4
213;0;0;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;M;6;4;5;3;2;1;Canon;5;2;3;6;4;1;Sony;5;4;2;6;3;1;DontKnow;V_7;V_4;V_7;V_1;V_1
214;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;1;M;6;5;3;2;1;4;DontKnow;6;1;4;5;3;2;DontKnow;1;2;5;6;4;3;DontKnow;V_2;V_4;V_2;V_1;V_1
215;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;M;5;6;3;1;2;4;Canon;5;2;3;6;1;4;Other;6;5;2;3;4;1;Toshiba;V_7;V_4;V_7;V_99;V_7
216;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;F;6;3;4;5;2;1;DontKnow;6;1;3;5;4;2;DontKnow;5;3;6;4;1;2;Acer;V_4;V_2;V_2;V_2;V_99
217;1;0;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;2;M;4;3;6;2;1;5;DontKnow;5;4;1;3;6;2;Samsung;6;2;4;5;3;1;DontKnow;V_99;V_99;V_4;V_99;V_99
218;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;F;3;6;4;1;2;5;DontKnow;4;1;2;6;5;3;DontKnow;6;5;3;1;2;4;DontKnow;V_2;V_7;V_4;V_2;V_99
219;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;M;6;4;3;2;5;1;Canon;6;4;1;3;5;2;DontKnow;5;2;1;3;4;6;Apple;V_2;V_7;V_2;V_2;V_2
220;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;2;M;5;4;2;3;6;1;Canon;2;1;3;6;4;5;Sony;5;3;2;4;6;1;Apple;V_4;V_7;V_7;V_4;V_7
221;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;M;5;6;3;1;2;4;Nikon;5;1;4;6;3;2;Philips;6;5;1;3;4;2;HP;V_1;V_1;V_6;V_1;V_99
222;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;F;4;6;2;1;5;3;DontKnow;6;1;5;4;2;3;DontKnow;5;6;2;4;1;3;DontKnow;V_1;V_1;V_1;V_2;V_1
223;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;2;M;4;3;6;1;2;5;Canon;3;1;2;5;6;4;Samsung;3;2;5;4;6;1;Acer;V_1;V_4;V_4;V_2;V_4
224;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;2;F;3;5;6;4;1;2;Canon;4;3;1;5;6;2;Sony;2;4;5;3;6;1;Apple;V_4;V_4;V_1;V_4;V_4
225;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;F;6;4;2;1;3;5;DontKnow;4;3;1;6;5;2;DontKnow;4;3;5;6;1;2;DontKnow;V_99;V_99;V_99;V_99;V_99
226;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;F;1;2;4;5;3;6;DontKnow;1;6;3;4;5;2;DontKnow;1;2;6;5;4;3;DontKnow;V_7;V_4;V_4;V_6;V_6
227;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;F;6;4;5;3;2;1;DontKnow;5;1;2;6;4;3;DontKnow;5;6;2;1;4;3;DontKnow;V_7;V_7;V_99;V_7;V_7
228;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;2;M;3;1;2;4;6;5;Nikon;4;5;6;1;2;3;Sony;1;4;3;5;2;6;DontKnow;V_4;V_4;V_1;V_99;V_99
229;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;F;6;2;5;3;4;1;DontKnow;2;1;5;6;4;3;DontKnow;5;4;1;3;2;6;Apple;V_4;V_1;V_1;V_4;V_4
230;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;M;1;2;3;5;6;4;Sony;3;4;6;2;1;5;Philips;1;2;4;3;5;6;Apple;V_4;V_1;V_1;V_1;V_1
231;1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;2;F;6;5;4;3;2;1;Other;6;2;3;5;4;1;Philips;6;5;3;4;1;2;Acer;V_1;V_1;V_1;V_1;V_1
232;1;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;2;F;3;2;5;6;4;1;Canon;3;6;4;2;1;5;Sony;2;1;5;4;6;3;HP;V_99;V_99;V_99;V_99;V_99
233;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;M;5;6;3;1;2;4;DontKnow;5;2;4;6;1;3;DontKnow;6;2;5;1;4;3;DontKnow;V_4;V_7;V_7;V_6;V_6
234;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;M;6;5;2;3;1;4;Canon;6;2;1;4;5;3;Philips;6;5;2;3;4;1;Acer;V_6;V_6;V_99;V_6;V_6
235;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;F;6;5;4;1;3;2;Canon;5;1;4;6;3;2;Sony;6;4;1;2;3;5;Other;V_2;V_2;V_99;V_2;V_99
236;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;1;0;1;M;2;6;5;3;1;4;DontKnow;3;5;4;6;1;2;DontKnow;4;6;1;2;5;3;DontKnow;V_1;V_1;V_1;V_1;V_1
237;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;2;M;2;3;4;5;1;6;Other;2;1;3;5;4;6;Other;6;2;1;3;4;5;HP;V_2;V_2;V_2;V_99;V_1
238;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;F;6;5;3;1;2;4;Nikon;5;2;3;6;4;1;Samsung;6;4;1;2;5;3;Other;V_1;V_99;V_4;V_2;V_7
239;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;2;F;6;2;5;4;1;3;Sony;5;3;1;6;4;2;Sony;5;6;3;4;2;1;DontKnow;V_99;V_99;V_99;V_99;V_99
240;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;F;1;3;4;2;6;5;DontKnow;3;5;6;1;2;4;DontKnow;1;3;2;4;5;6;Apple;V_4;V_99;V_1;V_2;V_7
241;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;M;5;1;4;3;2;6;DontKnow;6;1;3;4;2;5;DontKnow;6;4;3;5;2;1;DontKnow;V_1;V_1;V_99;V_99;V_99
242;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;F;1;2;6;3;4;5;DontKnow;6;1;3;2;5;4;Philips;6;5;2;4;1;3;Acer;V_2;V_2;V_2;V_4;V_4
243;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;1;2;M;3;1;5;4;2;6;DontKnow;4;5;3;2;1;6;DontKnow;5;1;4;2;3;6;DontKnow;V_99;V_99;V_7;V_99;V_99
244;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;2;F;6;2;3;1;4;5;Nikon;4;1;3;5;6;2;Samsung;5;6;2;3;1;4;Toshiba;V_4;V_99;V_4;V_4;V_99
245;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;M;6;5;1;3;4;2;Nikon;6;3;2;5;4;1;DontKnow;6;5;2;3;4;1;DontKnow;V_2;V_2;V_2;V_7;V_7
246;1;1;0;0;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;2;M;6;2;5;1;3;4;DontKnow;6;3;1;5;4;2;DontKnow;3;4;6;2;1;5;DontKnow;V_99;V_99;V_99;V_99;V_99
247;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;F;6;2;4;1;5;3;Other;6;1;4;5;3;2;Sony;6;3;1;4;2;5;Dell;V_7;V_7;V_7;V_7;V_7
248;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;F;6;5;3;1;2;4;Canon;4;1;2;6;3;5;Panasonic;5;3;1;6;4;2;DontKnow;V_99;V_4;V_99;V_99;V_99
249;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;F;6;4;1;3;2;5;Canon;4;1;3;6;5;2;Panasonic;6;3;4;2;5;1;Other;V_99;V_99;V_7;V_99;V_4
250;0;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;F;6;4;5;3;1;2;Other;5;2;1;6;3;4;Sony;6;4;5;2;3;1;Dell;V_4;V_7;V_4;V_4;V_4
251;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;M;6;4;2;1;5;3;Canon;6;2;1;4;5;3;Sony;6;5;2;4;3;1;Apple;V_99;V_99;V_99;V_99;V_99
252;1;0;1;0;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;F;6;4;3;1;2;5;Canon;4;2;3;6;5;1;Samsung;3;6;2;5;1;4;Apple;V_99;V_99;V_99;V_4;V_4
253;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;0;M;6;5;4;3;2;1;Other;4;1;2;5;6;3;Philips;6;5;2;3;4;1;Dell;V_2;V_99;V_99;V_99;V_99
254;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;2;M;5;6;1;3;4;2;Sony;4;1;3;6;5;2;Samsung;6;4;1;2;3;5;Apple;V_4;V_4;V_4;V_4;V_4
